Ref_ID,Paper_ID,Location_ID,Title,Author,Year,Time_Series_ID,Epi Info,Absences?,Annularis,Culicifacies,Dirus,Fluviatilis,Minimus,Stephensi,Subpictus,Keep,Reason,Length,Start,End,Catch_Method,Species,January,February,March,April,May,June,July,August,September,October,November,December
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,250,No,Yes,1,1,0,1,0,0,1,1,,12,2006,2010,"Human Landing Catchs, Outdoor and Indoor, Overnight",Culicifacies,2.75139055,3.350836093,3.907451938,2.335125711,0.839010216,2.315482132,4.645341728,10.23286891,8.545355493,5.70618439,4.714891576,2.18054212
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,251,No,Yes,1,1,0,1,0,0,1,1,,12,2006,2010,"Indoor Resting Collections, 6am, Cattle and Human Dwellings",Fluviatilis,20.29560294,23.08664039,9.628707755,7.3012303,0,0,0,0,10.39806818,11.75022068,19.89750728,12.97633036
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,252,No,Yes,1,1,0,1,0,0,1,1,,12,2006,2010,CDC Light Traps 6pm to 6am,Fluviatilis,3.486039981,2.708353883,1.740951101,0,0,0,1.465129974,2.016504117,10.39328389,4.553321378,4.530656001,2.616152413
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,253,No,Yes,1,1,0,1,0,0,1,0,Very Low Counts,12,2006,2010,"Human Landing Catchs, Outdoor and Indoor, Overnight",Fluviatilis,1.601878922,0.453826295,0.250935082,0,0,0,0.335062196,0.286598289,0.26652492,0,1.025799316,0.212524103
445,74,99,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,254,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Culicifacies,0,43.72549294,10.37599675,27.5224575,27.81002565,56.9805345,191.8869908,287.2503048,173.2993259,49.75433384,12.78248805,11.88783161
445,74,99,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,255,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Annularis,145.6621592,259.9562065,332.6204857,131.1637437,99.12073735,41.33918186,156.7395519,115.4352249,75.68414557,79.80940903,79.37230121,121.2712141
445,74,99,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,256,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Fluviatilis,78.71843944,143.7027938,50.04690714,5.687787617,6.161694017,6.288836345,6.586129264,8.43020708,11.80814401,31.72330675,306.6171591,482.5111608
445,74,100,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,257,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Culicifacies,12.00341863,2.489152962,9.7392615,7.415032671,129.6380134,92.18275997,154.529543,203.2891988,114.7314931,7.014190575,1.49633153,18.32951514
445,74,100,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,258,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Annularis,141.3498112,135.8243066,189.3875144,116.0006444,33.03069937,54.65760494,57.91567571,69.16219087,119.5230307,30.1734707,29.44168812,42.28174175
445,74,100,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,259,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Fluviatilis,273.8876495,305.8851156,20.92024389,39.35242703,0,0.361522435,3.625054269,3.69167925,8.545472914,28.56573346,344.808303,280.208285
445,74,101,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,260,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Culicifacies,8.43373494,9.638554217,13.85542169,37.95180723,110.8433735,36.14457831,110.8433735,227.7108434,188.5542169,48.79518072,42.1686747,23.4939759
445,74,101,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,261,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Annularis,9.036144578,46.98795181,44.57831325,29.51807229,5.421686747,13.25301205,25.30120482,86.14457831,59.03614458,31.3253012,28.31325301,18.07228916
445,74,101,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,262,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Fluviatilis,19.27710843,115.6626506,43.97590361,12.65060241,2.409638554,1.807228916,6.626506024,3.614457831,5.421686747,36.74698795,193.9759036,254.8192771
445,74,102,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,263,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Culicifacies,5.728469625,15.52223099,28.62175858,88.10724866,290.8639603,351.17532,182.0893815,249.026,267.9203413,71.51664894,34.10315363,5.799389177
445,74,102,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,264,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Annularis,42.16281757,76.79672397,69.20375645,33.44657584,48.21156904,20.73596193,23.91132768,91.68525445,86.54930625,81.44767395,50.65714972,16.56085927
445,74,102,"Anopheline mosquitoes in District Ramgarh (Jharkhand), India",Pandey,2015,265,No,Yes,1,1,0,1,0,0,1,1,,12,2012,2012,"Indoor Resting Collections, 5-7am, human dwellings and cattle sheds",Fluviatilis,86.88788991,103.3046224,41.86998845,6.119671025,1.834757444,0.86476099,4.85913318,4.712718621,4.573167244,23.47208401,254.3884332,286.5424431
456,75,103,Anopheles subpictus carry human malaria parasites in an urban area of Western India and may facilitate perennial malaria transmission,Kumar,2016,266,Monthly,Yes,0,0,0,0,0,1,1,1,,12,2013,2015,CDC Traps Overnight,Stephensi,7.847574188,2.427164308,9.009395952,10.40383611,40.84574723,57.63762074,31.72822264,15.07120772,11.69883565,21.0097712,9.926054289,8.684692104
456,75,103,Anopheles subpictus carry human malaria parasites in an urban area of Western India and may facilitate perennial malaria transmission,Kumar,2016,267,Monthly,Yes,0,0,0,0,0,1,1,1,,12,2013,2015,CDC Traps Overnight,Subpictus,59.64824115,36.7184833,19.05775842,13.72831777,20.67067571,45.3590671,12.04936425,5.642912285,4.984447533,6.638770069,4.749361544,14.5939671
457,76,104,"Biology, distribution and control of Anopheles (Cellia) minimus in the context of malaria transmission in northeastern India",Dev,2016,268,No,No,,,,,1,,,1,,12,1989,1991,MHD,Minimus,2.37750207,3.425490086,7.103967324,9.08088008,11.2124595,11.48757658,5.315937473,12.3968501,0.917300811,1.241892731,0.888896533,1.637229044
469,77,105,"Resting and feeding preferences of Anopheles stephensi in an urban setting, perennial for malaria",Thomas,2017,269,No,Yes,0,0,0,0,0,1,1,1,,12,2014,2014,"MHD, pyrethrum spray sheet collection (I think) for human dwellings, indoor resting collections for cattlesheds",Stephensi,6.856879585,14.8851102,18.81609079,11.11800795,14.32250013,37.34985595,16.76691174,12.6358946,14.45313624,17.65727849,9.827393149,10.91692165
471,78,106,"Malaria epidemiology in an area of stable transmission in tribal population of Jharkhand, India",Das,2017,270,Monthly,No,1,1,,1,,,,1,,12,2014,2016,"Indoor Resting Collections, 6-8am, human dwellings and cattle sheds.",Culicifacies,0,17.36005,34.89275,69.669,137.43945,262.7403,226.01775,212.75775,214.1583,13.2174,2.3547,0
471,78,106,"Malaria epidemiology in an area of stable transmission in tribal population of Jharkhand, India",Das,2017,271,Monthly,No,1,1,,1,,,,1,,12,2014,2016,"Indoor Resting Collections, 6-8am, human dwellings and cattle sheds.",Annularis,94.3747,122.17275,87.65105,101.8972,111.7483,148.34245,219.39185,191.4677,206.0677,120.22715,109.89895,117.16465
471,78,106,"Malaria epidemiology in an area of stable transmission in tribal population of Jharkhand, India",Das,2017,272,Monthly,No,1,1,,1,,,,1,,12,2014,2016,"Indoor Resting Collections, 6-8am, human dwellings and cattle sheds.",Fluviatilis,274.00915,87.7287,57.6073,8.075,6.1936,7.5949,3.13335,0,6.0764,197.22005,301.26295,410.43695
